Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1213570,,7.8,7.75,,,,5.0,7.75,7.75,,,7.6,N1,Ha Tinh
HT1209571,,7.8,5.5,7.25,7.0,3.75,,,,,,3.8,N1,Ha Tinh
HT1213827,,7.8,6.25,6.0,3.75,5.0,,,,,,7.8,N1,Ha Tinh
HT1215627,,7.8,7.0,4.0,6.25,5.75,,,,,,3.8,N1,Ha Tinh
HT1209607,,7.8,6.25,8.25,3.5,2.75,4.25,6.0,7.5,,,7.4,N1,Ha Tinh
HT1211196,,7.8,6.0,6.0,8.0,7.5,,,,,,4.6,N1,Ha Tinh
HT1209633,,7.8,7.5,,,,4.0,5.75,7.75,,,7.8,N1,Ha Tinh
HT1211070,,7.8,5.0,6.0,4.25,4.75,,,,,,3.2,N1,Ha Tinh
HT1213832,,7.8,,3.5,6.75,8.0,,,,,,,,Ha Tinh
HT1209302,,7.8,5.0,5.25,6.5,5.75,,,,,,3.2,N1,Ha Tinh
HT1213639,,7.8,7.25,7.25,3.0,4.5,,,,,,7.8,N1,Ha Tinh
HT1215744,,7.8,6.0,,,,4.25,6.25,8.5,,,6.2,N1,Ha Tinh
HT1213581,,7.8,5.75,6.5,4.75,4.25,,,,,,3.4,N1,Ha Tinh
HT1211067,,7.8,7.5,6.75,8.0,3.5,,,,,,2.6,N1,Ha Tinh
HT1215432,,7.8,4.5,6.75,7.25,4.75,,,,,,2.8,N1,Ha Tinh
HT1211363,,7.8,6.0,6.0,4.5,4.25,,,,,,3.4,N1,Ha Tinh
HT1215500,,7.8,6.25,6.75,4.5,4.75,,,,,,4.4,N1,Ha Tinh
HT1213353,,7.8,7.25,,,,2.25,6.25,7.0,,,4.4,N1,Ha Tinh
HT1209604,,7.8,6.0,7.0,2.5,4.5,,,,,,6.4,N1,Ha Tinh
HT1209425,,7.8,6.75,7.0,7.5,4.25,,,,,,3.4,N1,Ha Tinh
HT1211188,,7.8,7.5,,,,8.75,7.5,8.5,,,3.6,N1,Ha Tinh
HT1213554,,7.8,5.0,5.5,6.25,3.75,,,,,,3.6,N1,Ha Tinh
HT1213793,,7.8,7.0,6.5,6.75,,,,,,,,,Ha Tinh
HT1213712,,7.8,5.75,7.25,7.75,4.75,,,,,,3.6,N1,Ha Tinh
HT1215126,,7.8,3.75,7.5,1.5,3.5,,,,,,8.4,N1,Ha Tinh
HT1215051,,7.8,7.5,,,,5.25,6.75,7.25,,,6.6,N1,Ha Tinh
HT1211816,,7.8,6.5,6.0,5.75,4.75,,,,,,4.0,N1,Ha Tinh
HT1214183,,7.8,7.75,6.75,4.25,5.25,,,,,,3.6,N1,Ha Tinh
HT1211796,,7.8,8.0,,,,6.5,8.25,9.75,,,5.6,N1,Ha Tinh
HT1214815,,7.8,,7.25,4.75,,,,,,,,,Ha Tinh
HT1208912,,7.8,5.5,3.25,7.5,6.75,,,,,,2.8,N1,Ha Tinh
HT1216348,,7.8,,6.0,7.0,,,,,,,,,Ha Tinh
HT1214819,,7.8,8.25,,,,3.0,5.75,7.25,,,7.0,N1,Ha Tinh
HT1212804,,7.8,5.25,6.5,3.5,2.75,,,,,,4.8,N1,Ha Tinh
HT1209989,,7.8,5.0,7.25,5.5,7.25,,,,,,5.8,N1,Ha Tinh
HT1215396,,7.8,6.75,6.0,6.5,5.0,,,,,,5.2,N1,Ha Tinh
HT1212833,,7.8,8.0,,,,4.5,6.0,8.0,,,5.4,N1,Ha Tinh
HT1208885,,7.8,7.0,6.5,5.75,5.75,,,,,,4.6,N1,Ha Tinh
HT1211821,,7.8,6.75,,,,4.75,7.5,6.75,,,3.8,N1,Ha Tinh
HT1216375,,7.8,6.25,6.5,5.5,4.5,,,,,,3.6,N1,Ha Tinh
HT1215046,,7.8,6.75,6.0,3.0,4.0,,,,,,5.8,N1,Ha Tinh
HT1214201,,7.8,5.5,3.25,7.75,8.0,,,,,,3.4,N1,Ha Tinh
HT1214482,,7.8,5.5,7.25,6.5,5.0,,,,,,4.6,N1,Ha Tinh
HT1208879,,7.8,9.0,,,,9.75,9.0,9.0,,,6.0,N1,Ha Tinh
HT1211845,,7.8,7.25,,,,4.0,6.5,8.25,,,5.4,N1,Ha Tinh
HT1214178,,7.8,6.25,9.0,3.5,4.5,2.5,6.5,6.0,,,9.2,N1,Ha Tinh
HT1208928,,7.8,6.25,8.5,7.75,3.5,,,,,,3.4,N1,Ha Tinh
HT1211696,,7.8,6.08,2.75,7.75,6.0,,,,,,4.8,N1,Ha Tinh
HT1211762,,7.8,,4.75,3.5,,,,,,,,,Ha Tinh
